timestamp,side,price,amount,cost,pnl,proceeds
1751892120.0,buy,2551.43,0.0074855324552163816,19.09881207221273,0.0,
1751892120.0,sell,2551.43,0.0074855324552163816,,0.0004064695410570832,19.09881207221273
1751892180.0,buy,2551.05,0.006550259453111757,16.71003937786075,0.0,
1751892180.0,sell,2551.05,0.006550259453111757,,0.0,16.71003937786075
1751892240.0,buy,2551.4,0.005405695336360186,13.792091081189378,0.0,
1751892240.0,sell,2551.4,0.005405695336360186,,0.0,13.792091081189378
1751892300.0,buy,2551.99,0.004975,12.696150249999999,0.0,
1751892300.0,sell,2551.99,0.004975,,0.002238749999999095,12.696150249999999
1751892360.0,buy,2553.49,0.00823553291575751,21.029350945057644,0.0,
1751892360.0,sell,2553.49,0.00823553291575751,,0.030644946268750885,21.029350945057644
1751892420.0,buy,2554.66,0.00835357864725207,21.340553226988973,0.0,
1751892420.0,sell,2554.66,0.00835357864725207,,0.03523937157546088,21.340553226988973
1751892480.0,buy,2552.77,0.009306814758429528,23.758157510876146,0.0,
1751892480.0,sell,2552.77,0.009306814758429528,,0.01779935449689357,23.758157510876146
1751892540.0,buy,2551.44,0.008011070353807461,20.43976534351851,0.0,
1751892540.0,sell,2551.44,0.008011070353807461,,0.000990957919304724,20.43976534351851
1751892600.0,buy,2551.19,0.004975,12.69217025,0.0,
1751892600.0,sell,2551.19,0.004975,,0.0,12.69217025
1751892660.0,buy,2549.76,0.004975,12.685056000000001,0.0,
1751892660.0,sell,2549.76,0.004975,,0.0,12.685056000000001
1751892720.0,buy,2550.09,0.004975,12.686697750000002,0.0,
1751892720.0,sell,2550.09,0.004975,,0.0,12.686697750000002
1751892780.0,buy,2549.48,0.004975,12.683663000000001,0.0,
1751892780.0,sell,2549.48,0.004975,,0.0,12.683663000000001
1751892840.0,buy,2546.07,0.004975,12.666698250000001,0.0,
1751892840.0,sell,2546.07,0.004975,,0.0,12.666698250000001
1751892900.0,buy,2546.98,0.004975,12.6712255,0.0,
1751892900.0,sell,2546.98,0.004975,,0.0,12.6712255
1751892960.0,buy,2548.15,0.005101940678666609,13.000510140344321,0.0,
1751892960.0,sell,2548.15,0.005101940678666609,,0.0,13.000510140344321
1751893020.0,buy,2549.06,0.007920637058077306,20.190179099262537,0.0,
1751893020.0,sell,2549.06,0.007920637058077306,,0.0,20.190179099262537
1751893080.0,buy,2548.5,0.005243574360873323,13.363249258685665,0.0,
1751893080.0,sell,2548.5,0.005243574360873323,,0.0,13.363249258685665
1751893140.0,buy,2548.92,0.005700133922326461,14.529185357296365,0.0,
1751893140.0,sell,2548.92,0.005700133922326461,,0.0,14.529185357296365
1751893200.0,buy,2550.08,0.008720635797016565,22.238318933256,0.0,
1751893200.0,sell,2550.08,0.008720635797016565,,0.0,22.238318933256
1751893260.0,buy,2549.43,0.009198034504896606,23.449745107818554,0.0,
1751893260.0,sell,2549.43,0.009198034504896606,,0.0,23.449745107818554
1751893320.0,buy,2548.43,0.00902134048956867,22.990254743831482,0.0,
1751893320.0,sell,2548.43,0.00902134048956867,,0.0,22.990254743831482
1751893380.0,buy,2549.3,0.006605711490285514,16.83994030218486,0.0,
1751893380.0,sell,2549.3,0.006605711490285514,,0.0,16.83994030218486
1751893440.0,buy,2550.26,0.004975,12.687543500000002,0.0,
1751893440.0,sell,2550.26,0.004975,,0.0,12.687543500000002
1751893500.0,buy,2553.16,0.007655407673959342,19.54548065684603,0.0,
1751893500.0,sell,2553.16,0.007655407673959342,,0.012884030815512567,19.54548065684603
1751893560.0,buy,2550.8,0.009263753826049125,23.62998325948611,0.0,
1751893560.0,sell,2550.8,0.009263753826049125,,0.0,23.62998325948611
1751893620.0,buy,2550.49,0.008786206330787862,22.409131384611133,0.0,
1751893620.0,sell,2550.49,0.008786206330787862,,0.0,22.409131384611133
1751893680.0,buy,2548.92,0.00985973650626302,25.131679575543938,0.0,
1751893680.0,sell,2548.92,0.00985973650626302,,0.0,25.131679575543938
1751893740.0,buy,2549.58,0.008084240813870552,20.61141869422808,0.0,
1751893740.0,sell,2549.58,0.008084240813870552,,0.0,20.61141869422808
1751893800.0,buy,2550.32,0.009356221891161727,23.86135981346758,0.0,
1751893800.0,sell,2550.32,0.009356221891161727,,0.0,23.86135981346758
1751893860.0,buy,2549.23,0.008049035979162986,20.51884398916166,0.0,
1751893860.0,sell,2549.23,0.008049035979162986,,0.0,20.51884398916166
1751893920.0,buy,2548.91,0.007792668953458363,19.862811822159554,0.0,
1751893920.0,sell,2548.91,0.007792668953458363,,0.0,19.862811822159554
1751893980.0,buy,2549.08,0.0054712788627803936,13.946727523536245,0.0,
1751893980.0,sell,2549.08,0.0054712788627803936,,0.0,13.946727523536245
1751894040.0,buy,2550.19,0.007716418770775407,19.678333985043736,0.0,
1751894040.0,sell,2550.19,0.007716418770775407,,0.0,19.678333985043736
1751894100.0,buy,2547.16,0.009948730665580503,25.341008802140035,0.0,
1751894100.0,sell,2547.16,0.009948730665580503,,0.0,25.341008802140035
1751894160.0,buy,2546.17,0.006564406295596379,16.714094377658633,0.0,
1751894220.0,buy,2541.51,0.004975,12.644012250000001,0.0,
1751894220.0,sell,2541.51,0.004975,,0.0,12.644012250000001
1751894280.0,buy,2542.16,0.004975,12.647245999999999,0.0,
1751894280.0,sell,2542.16,0.004975,,0.0,12.647245999999999
1751894340.0,buy,2539.39,0.004975,12.63346525,0.0,
1751894340.0,sell,2539.39,0.004975,,0.0,12.63346525
1751894400.0,buy,2543.98,0.004975,12.6563005,0.0,
1751894400.0,sell,2543.98,0.004975,,0.0,12.6563005
1751894460.0,buy,2546.05,0.004975,12.666598750000002,0.0,
1751894460.0,sell,2546.05,0.004975,,0.0,12.666598750000002
1751894520.0,buy,2546.66,0.004975,12.6696335,0.0,
1751894520.0,sell,2546.66,0.004975,,0.0,12.6696335
1751894580.0,buy,2547.61,0.004975,12.67435975,0.0,
1751894580.0,sell,2547.61,0.004975,,0.0,12.67435975
1751894640.0,buy,2547.57,0.00510622375855224,13.00846246057493,0.0,
1751894640.0,sell,2547.57,0.00510622375855224,,0.0,13.00846246057493
1751894700.0,buy,2548.97,0.005516675139670832,14.061839430766758,0.0,
1751894700.0,sell,2548.97,0.005516675139670832,,0.0,14.061839430766758
1751894760.0,buy,2553.34,0.005867688318802023,14.98220329192996,0.0,
1751894760.0,sell,2553.34,0.005867688318802023,,0.007324284325659452,14.98220329192996
1751894820.0,buy,2556.01,0.006183779095798895,15.805801206652935,0.0,
1751894820.0,sell,2556.01,0.006183779095798895,,0.013527813350770928,15.805801206652935
1751894880.0,buy,2558.02,0.006470788482868436,16.552406354947117,0.0,
1751894880.0,sell,2558.02,0.006470788482868436,,0.04287589146370922,16.552406354947117
1751894940.0,buy,2557.81,0.006738936942590442,17.23692030112726,0.0,
1751894940.0,sell,2557.81,0.006738936942590442,,0.043395806274209685,17.23692030112726
1751895000.0,buy,2559.09,0.006984076405221678,17.872880087838745,0.0,
1751895000.0,sell,2559.09,0.006984076405221678,,0.05563043835640474,17.872880087838745
1751895060.0,buy,2555.67,0.007225833287580309,18.46684535807037,0.0,
1751895060.0,sell,2555.67,0.007225833287580309,,0.028901266159518418,18.46684535807037
1751895120.0,buy,2555.45,0.007447638694929262,19.032068302956983,0.0,
1751895120.0,sell,2555.45,0.007447638694929262,,0.017094510879899615,19.032068302956983
1751895180.0,buy,2552.01,0.007669419652117002,19.57243564639911,0.0,
1751895180.0,sell,2552.01,0.007669419652117002,,0.0,19.57243564639911
1751895240.0,buy,2552.04,0.007876348833654422,20.10075727743943,0.0,
1751895240.0,sell,2552.04,0.007876348833654422,,0.0,20.10075727743943
1751895300.0,buy,2551.47,0.008082514465161198,20.62229318242484,0.0,
1751895300.0,sell,2551.47,0.008082514465161198,,0.0,20.62229318242484
1751895360.0,buy,2554.32,0.008279135017734807,21.147560158500372,0.0,
1751895360.0,sell,2554.32,0.008279135017734807,,0.00203570247089207,21.147560158500372
1751895420.0,buy,2553.99,0.008490582514270179,21.68486283562089,0.0,
1751895420.0,sell,2553.99,0.008490582514270179,,0.0,21.68486283562089
1751895480.0,buy,2556.78,0.008701769038864379,22.248509043187667,0.0,
1751895480.0,sell,2556.78,0.008701769038864379,,0.01910583020254271,22.248509043187667
1751895540.0,buy,2554.68,0.008954704876296172,22.876405453376304,0.0,
1751895540.0,sell,2554.68,0.008954704876296172,,0.017103486313724384,22.876405453376304
1751895600.0,buy,2555.9,0.009242334505717162,23.622482763162495,0.0,
1751895600.0,sell,2555.9,0.009242334505717162,,0.04152243513845305,23.622482763162495
1751895660.0,buy,2555.94,0.007269474469395083,18.58034057530567,0.0,
1751895660.0,sell,2555.94,0.007269474469395083,,0.039566205086646815,18.58034057530567
1751895720.0,buy,2553.43,0.008991209749182738,22.958424709855677,0.0,
1751895720.0,sell,2553.43,0.008991209749182738,,0.0320736378658887,22.958424709855677
1751895780.0,buy,2553.05,0.009478283244262932,24.19853103676548,0.0,
1751895780.0,sell,2553.05,0.009478283244262932,,0.05603050149259301,24.19853103676548
1751895840.0,buy,2555.58,0.0078272344309646,20.00312376708451,0.0,
1751895840.0,sell,2555.58,0.0078272344309646,,0.0615302666367175,20.00312376708451
1751895900.0,buy,2553.21,0.009783280532196124,24.978769687608466,0.0,
1751895900.0,sell,2553.21,0.009783280532196124,,0.04169913249733664,24.978769687608466
1751895960.0,buy,2552.41,0.008683792120026066,22.164597845075733,0.0,
1751895960.0,sell,2552.41,0.008683792120026066,,0.03179295100318472,22.164597845075733
1751896020.0,buy,2551.93,0.007768560898804622,19.824823614486476,0.0,
1751896020.0,sell,2551.93,0.007768560898804622,,0.015016411165319668,19.824823614486476
1751896080.0,buy,2557.19,0.006324184316495549,16.172140892299254,0.0,
1751896080.0,sell,2557.19,0.006324184316495549,,0.04809563818402606,16.172140892299254
1751896140.0,buy,2559.34,0.004975,12.732716500000002,0.0,
1751896140.0,sell,2559.34,0.004975,,0.04989565810086104,12.732716500000002
1751896200.0,buy,2561.62,0.004975,12.7440595,0.0,
1751896200.0,sell,2561.62,0.004975,,0.06562025000000027,12.7440595
1751896260.0,buy,2558.92,0.005596569249062676,14.321172982811463,0.0,
1751896260.0,sell,2558.92,0.005596569249062676,,0.05684304735416051,14.321172982811463
1751896320.0,buy,2557.05,0.007997999728792586,20.451285206509084,0.0,
1751896320.0,sell,2557.05,0.007997999728792586,,0.05859000980323626,20.451285206509084
1751896380.0,buy,2559.03,0.005661598373974549,14.48820008695209,0.0,
1751896380.0,sell,2559.03,0.005661598373974549,,0.03740689966853637,14.48820008695209
1751896440.0,buy,2560.0,0.004975,12.736,0.0,
1751896440.0,sell,2560.0,0.004975,,0.03766839328534707,12.736
1751896500.0,buy,2560.03,0.004975,12.736149250000002,0.0,
1751896500.0,sell,2560.03,0.004975,,0.04591925000000009,12.736149250000002
1751896560.0,buy,2562.06,0.004975,12.7462485,0.0,
1751896560.0,sell,2562.06,0.004975,,0.05670929221157598,12.7462485
1751896620.0,buy,2567.64,0.004975,12.774009,0.0,
1751896620.0,sell,2567.64,0.004975,,0.08532125000000046,12.774009
1751896680.0,buy,2566.33,0.004975,12.76749175,0.0,
1751896680.0,sell,2566.33,0.004975,,0.08412968435800065,12.76749175
1751896740.0,buy,2566.01,0.004975,12.76589975,0.0,
1751896740.0,sell,2566.01,0.004975,,0.08502275000000073,12.76589975
1751896800.0,buy,2563.53,0.005819786884536766,14.919198272116537,0.0,
1751896800.0,sell,2563.53,0.005819786884536766,,0.08217113040967725,14.919198272116537
1751896860.0,buy,2562.55,0.006811911164982649,17.45586295582629,0.0,
1751896860.0,sell,2562.55,0.006811911164982649,,0.08608987929497174,17.45586295582629
1751896920.0,buy,2559.78,0.009027039701964208,23.10723568829394,0.0,
1751896920.0,sell,2559.78,0.009027039701964208,,0.08836680223920969,23.10723568829394
1751896980.0,buy,2560.0,0.00895644047993732,22.92848762863954,0.0,
1751896980.0,sell,2560.0,0.00895644047993732,,0.09762345554748583,22.92848762863954
1751897040.0,buy,2566.71,0.004975,12.769382250000001,0.0,
1751897040.0,sell,2566.71,0.004975,,0.08841637694597852,12.769382250000001
1751897100.0,buy,2565.01,0.0060449130211792735,15.50526234845505,0.0,
1751897100.0,sell,2565.01,0.0060449130211792735,,0.09475360351177183,15.50526234845505
1751897160.0,buy,2564.03,0.0069876685097643755,17.916591689091153,0.0,
1751897160.0,sell,2564.03,0.0069876685097643755,,0.09871008246474085,17.916591689091153
1751897220.0,buy,2560.87,0.009422705249496366,24.130323192277757,0.0,
1751897220.0,sell,2560.87,0.009422705249496366,,0.12931823429933384,24.130323192277757
1751897280.0,buy,2561.0,0.009539917572482183,24.43172890312687,0.0,
1751897280.0,sell,2561.0,0.009539917572482183,,0.1559686432127436,24.43172890312687
1751897340.0,buy,2561.46,0.009347802720856314,23.944022757364614,0.0,
1751897340.0,sell,2561.46,0.009347802720856314,,0.18857103096329297,23.944022757364614
1751897400.0,buy,2560.17,0.009242138034632691,23.66144453212558,0.0,
1751897400.0,sell,2560.17,0.009242138034632691,,0.15723010833981196,23.66144453212558
1751897460.0,buy,2559.27,0.008027499320584601,20.54453818619255,0.0,
1751897460.0,sell,2559.27,0.008027499320584601,,0.10316367488420662,20.54453818619255
1751897520.0,buy,2557.45,0.005459562858160853,13.962559031603474,0.0,
1751897520.0,sell,2557.45,0.005459562858160853,,0.053853193035563914,13.962559031603474
1751897580.0,buy,2542.99,0.004975,12.65137525,0.0,
1751897580.0,sell,2542.99,0.004975,,0.0,12.65137525
1751897640.0,buy,2543.26,0.004975,12.652718500000002,0.0,
1751897640.0,sell,2543.26,0.004975,,0.0,12.652718500000002
1751897700.0,buy,2544.32,0.004975,12.657992000000002,0.0,
1751897700.0,sell,2544.32,0.004975,,0.0,12.657992000000002
1751897760.0,buy,2539.18,0.004975,12.6324205,0.0,
1751897760.0,sell,2539.18,0.004975,,0.0,12.6324205
1751897820.0,buy,2546.16,0.004975,12.667146,0.0,
1751897820.0,sell,2546.16,0.004975,,0.0,12.667146
1751897880.0,buy,2542.15,0.004975,12.64719625,0.0,
1751897880.0,sell,2542.15,0.004975,,0.0,12.64719625
1751897940.0,buy,2544.99,0.00549629852995515,13.988024795750556,0.0,
1751897940.0,sell,2544.99,0.00549629852995515,,0.0,13.988024795750556
1751898000.0,buy,2543.95,0.005514856130195148,14.029518252409947,0.0,
1751898000.0,sell,2543.95,0.005514856130195148,,0.0,14.029518252409947
1751898060.0,buy,2544.07,0.005912188372005347,15.041021071567645,0.0,
1751898060.0,sell,2544.07,0.005912188372005347,,0.0,15.041021071567645
1751898120.0,buy,2546.53,0.007008708527427061,17.847886526348834,0.0,
1751898120.0,sell,2546.53,0.007008708527427061,,0.0,17.847886526348834
1751898180.0,buy,2548.5,0.007906325105664469,20.1492695317859,0.0,
1751898180.0,sell,2548.5,0.007906325105664469,,0.004412311843023436,20.1492695317859
1751898240.0,buy,2548.39,0.008066893631777412,20.557591062285237,0.0,
1751898240.0,sell,2548.39,0.008066893631777412,,0.0,20.557591062285237
1751898300.0,buy,2544.59,0.006906996745277876,17.575474848066634,0.0,
1751898300.0,sell,2544.59,0.006906996745277876,,0.0,17.575474848066634
1751898360.0,buy,2546.67,0.00788833130840069,20.08897669316479,0.0,
1751898360.0,sell,2546.67,0.00788833130840069,,0.0,20.08897669316479
1751898420.0,buy,2544.76,0.0073772305672233,18.773281258247167,0.0,
1751898420.0,sell,2544.76,0.0073772305672233,,0.0,18.773281258247167
1751898480.0,buy,2541.84,0.006540884446970968,16.625881722688685,0.0,
1751898480.0,sell,2541.84,0.006540884446970968,,0.0,16.625881722688685
1751898540.0,buy,2542.73,0.007080424467521385,18.003607706300652,0.0,
1751898540.0,sell,2542.73,0.007080424467521385,,0.0,18.003607706300652
1751898600.0,buy,2540.58,0.006414888114196093,16.29753644516431,0.0,
1751898600.0,sell,2540.58,0.006414888114196093,,0.0,16.29753644516431
1751898660.0,buy,2540.06,0.006382228563895857,16.211243486009312,0.0,
1751898660.0,sell,2540.06,0.006382228563895857,,0.0,16.211243486009312
1751898720.0,buy,2540.74,0.0069007848160946095,17.533100013644216,0.0,
1751898720.0,sell,2540.74,0.0069007848160946095,,0.0,17.533100013644216
1751898780.0,buy,2541.63,0.007511063167627173,19.09034347873625,0.0,
1751898780.0,sell,2541.63,0.007511063167627173,,0.0,19.09034347873625
1751898840.0,buy,2534.5,0.004975,12.609137500000001,0.0,
1751898840.0,sell,2534.5,0.004975,,0.0,12.609137500000001
1751898900.0,buy,2533.59,0.004975,12.604610250000002,0.0,
1751898900.0,sell,2533.59,0.004975,,0.0,12.604610250000002
1751898960.0,buy,2531.64,0.004975,12.594909,0.0,
1751898960.0,sell,2531.64,0.004975,,0.0,12.594909
1751899020.0,buy,2531.28,0.004975,12.593118000000002,0.0,
1751899020.0,sell,2531.28,0.004975,,0.0,12.593118000000002
1751899080.0,buy,2531.71,0.004975,12.595257250000001,0.0,
1751899080.0,sell,2531.71,0.004975,,0.0,12.595257250000001
1751899140.0,buy,2533.33,0.005091236285904462,12.89778162017035,0.0,
1751899140.0,sell,2533.33,0.005091236285904462,,0.0,12.89778162017035
1751899200.0,buy,2532.51,0.005071449652777044,12.843496960154392,0.0,
1751899200.0,sell,2532.51,0.005071449652777044,,0.0,12.843496960154392
1751899260.0,buy,2533.16,0.00574738838443575,14.559054359917264,0.0,
1751899260.0,sell,2533.16,0.00574738838443575,,0.0,14.559054359917264
1751899320.0,buy,2536.65,0.007964967766736915,20.204335485493196,0.0,
1751899320.0,sell,2536.65,0.007964967766736915,,0.0,20.204335485493196
1751899380.0,buy,2536.5,0.008017671726879266,20.336824335229256,0.0,
1751899380.0,sell,2536.5,0.008017671726879266,,0.0,20.336824335229256
1751899440.0,buy,2535.94,0.007881664324744643,19.98742782769293,0.0,
1751899440.0,sell,2535.94,0.007881664324744643,,0.0,19.98742782769293
1751899500.0,buy,2538.33,0.009421744644434514,23.915497083307457,0.0,
1751899500.0,sell,2538.33,0.009421744644434514,,0.0,23.915497083307457
1751899560.0,buy,2540.28,0.00920710617476359,23.388627673628456,0.0,
1751899560.0,sell,2540.28,0.00920710617476359,,0.0,23.388627673628456
1751899620.0,buy,2537.94,0.009458086303166396,24.004055552258123,0.0,
1751899620.0,sell,2537.94,0.009458086303166396,,0.0,24.004055552258123
1751899680.0,buy,2539.14,0.009402891432001983,23.875257750653514,0.0,
1751899680.0,sell,2539.14,0.009402891432001983,,0.0,23.875257750653514
1751899740.0,buy,2537.38,0.009555494833315428,24.245921480157904,0.0,
1751899740.0,sell,2537.38,0.009555494833315428,,0.0,24.245921480157904
1751899800.0,buy,2537.75,0.009852776417602533,25.003883353770828,0.0,
1751899800.0,sell,2537.75,0.009852776417602533,,0.0,25.003883353770828
1751899860.0,buy,2535.59,0.008538759300831276,21.650792695594777,0.0,
1751899860.0,sell,2535.59,0.008538759300831276,,0.0,21.650792695594777
1751899920.0,buy,2535.38,0.00856609687852369,21.718310703871396,0.0,
1751899920.0,sell,2535.38,0.00856609687852369,,0.0,21.718310703871396
1751899980.0,buy,2533.89,0.007344128203598862,18.60921301381712,0.0,
1751899980.0,sell,2533.89,0.007344128203598862,,0.0,18.60921301381712
1751900040.0,buy,2533.75,0.007396682542973653,18.741344393259492,0.0,
1751900040.0,sell,2533.75,0.007396682542973653,,0.0,18.741344393259492
1751900100.0,buy,2535.11,0.009050375838910224,22.943698292979697,0.0,
1751900100.0,sell,2535.11,0.009050375838910224,,0.0,22.943698292979697
1751900160.0,buy,2532.28,0.006174817986178377,15.636368090039781,0.0,
1751900160.0,sell,2532.28,0.006174817986178377,,0.0,15.636368090039781
1751900220.0,buy,2533.08,0.007287965035208259,18.460998471385334,0.0,
1751900220.0,sell,2533.08,0.007287965035208259,,0.0,18.460998471385334
1751900280.0,buy,2531.61,0.005642568916639238,14.284783895053062,0.0,
1751900280.0,sell,2531.61,0.005642568916639238,,0.0,14.284783895053062
1751900340.0,buy,2531.65,0.005967770983576001,15.108307410570184,0.0,
1751900340.0,sell,2531.65,0.005967770983576001,,0.0,15.108307410570184
1751900400.0,buy,2534.28,0.009275171206268591,23.505880884622368,0.0,
1751900400.0,sell,2534.28,0.009275171206268591,,0.0,23.505880884622368
1751900460.0,buy,2533.16,0.007718833152045679,19.55303938743603,0.0,
1751900460.0,sell,2533.16,0.007718833152045679,,0.0,19.55303938743603
1751900520.0,buy,2535.63,0.009151868973395328,23.205753525010397,0.0,
1751900520.0,sell,2535.63,0.009151868973395328,,0.0,23.205753525010397
1751900580.0,buy,2534.99,0.009688014559876399,24.55902002914107,0.0,
1751900580.0,sell,2534.99,0.009688014559876399,,0.0,24.55902002914107
1751900640.0,buy,2533.6,0.007695286716560469,19.496778425077604,0.0,
1751900640.0,sell,2533.6,0.007695286716560469,,0.0,19.496778425077604
1751900700.0,buy,2531.75,0.005188704120363226,13.136501656729598,0.0,
1751900700.0,sell,2531.75,0.005188704120363226,,0.0,13.136501656729598
1751900760.0,buy,2530.01,0.004975,12.586799750000003,0.0,
1751900760.0,sell,2530.01,0.004975,,0.0,12.586799750000003
1751900820.0,buy,2533.91,0.008630961692622346,21.870080142552688,0.0,
1751900820.0,sell,2533.91,0.008630961692622346,,0.0,21.870080142552688
1751900880.0,buy,2535.55,0.009070750876745672,22.99934238553249,0.0,
1751900880.0,sell,2535.55,0.009070750876745672,,0.0,22.99934238553249
1751900940.0,buy,2537.99,0.006069884992633591,15.405307412454126,0.0,
1751900940.0,sell,2537.99,0.006069884992633591,,0.0,15.405307412454126
1751901000.0,buy,2539.91,0.004975,12.63605225,0.0,
1751901000.0,sell,2539.91,0.004975,,0.0,12.63605225
1751901060.0,buy,2539.39,0.004975,12.63346525,0.0,
1751901060.0,sell,2539.39,0.004975,,0.0,12.63346525
1751901120.0,buy,2540.67,0.004975,12.63983325,0.0,
1751901120.0,sell,2540.67,0.004975,,0.0,12.63983325
1751901180.0,buy,2538.52,0.005808067958177604,14.743896673193012,0.0,
1751901180.0,sell,2538.52,0.005808067958177604,,0.0,14.743896673193012
1751901240.0,buy,2539.17,0.005250191758988209,13.33112940867009,0.0,
1751901240.0,sell,2539.17,0.005250191758988209,,0.0,13.33112940867009
1751901300.0,buy,2540.8,0.004975,12.640480000000002,0.0,
1751901300.0,sell,2540.8,0.004975,,0.0,12.640480000000002
1751901360.0,buy,2538.01,0.007080006233579489,17.96912662088708,0.0,
1751901360.0,sell,2538.01,0.007080006233579489,,0.0,17.96912662088708
1751901420.0,buy,2537.92,0.00732297767356062,18.58513149728297,0.0,
1751901420.0,sell,2537.92,0.00732297767356062,,0.0,18.58513149728297
1751901480.0,buy,2537.66,0.007770980470971407,19.7201063019653,0.0,
1751901480.0,sell,2537.66,0.007770980470971407,,0.0,19.7201063019653
1751901540.0,buy,2535.49,0.009737528261811804,24.68940553254121,0.0,
1751901540.0,sell,2535.49,0.009737528261811804,,0.0,24.68940553254121
1751901600.0,buy,2534.48,0.008681661934205503,22.003498539005165,0.0,
1751901600.0,sell,2534.48,0.008681661934205503,,0.0,22.003498539005165
1751901660.0,buy,2533.6,0.007646007665012054,19.37192502007454,0.0,
1751901660.0,sell,2533.6,0.007646007665012054,,0.0,19.37192502007454
1751901720.0,buy,2536.84,0.008874345556636921,22.51279478189881,0.0,
1751901720.0,sell,2536.84,0.008874345556636921,,0.0,22.51279478189881
1751901780.0,buy,2538.84,0.006908220492000405,17.53886651391031,0.0,
1751901780.0,sell,2538.84,0.006908220492000405,,0.0,17.53886651391031
1751901840.0,buy,2538.61,0.0073855476777117115,18.749025190115727,0.0,
1751901840.0,sell,2538.61,0.0073855476777117115,,0.0,18.749025190115727
1751901900.0,buy,2538.64,0.007552605858828498,19.173347337456377,0.0,
1751901900.0,sell,2538.64,0.007552605858828498,,0.0,19.173347337456377
1751901960.0,buy,2542.54,0.004975,12.649136500000001,0.0,
1751901960.0,sell,2542.54,0.004975,,0.0,12.649136500000001
1751902020.0,buy,2541.78,0.005048638577248307,12.832528562878203,0.0,
1751902020.0,sell,2541.78,0.005048638577248307,,0.0,12.832528562878203
1751902080.0,buy,2542.28,0.0050121145630563,12.742198611366772,0.0,
1751902080.0,sell,2542.28,0.0050121145630563,,0.0,12.742198611366772
1751902140.0,buy,2541.02,0.006592269425593854,16.751088455822494,0.0,
1751902140.0,sell,2541.02,0.006592269425593854,,0.0,16.751088455822494
1751902200.0,buy,2539.96,0.007899653918475668,20.064804966771458,0.0,
1751902200.0,sell,2539.96,0.007899653918475668,,0.0,20.064804966771458
1751902260.0,buy,2541.39,0.006229658671169147,15.831992250322559,0.0,
1751902260.0,sell,2541.39,0.006229658671169147,,0.0,15.831992250322559
1751902320.0,buy,2542.46,0.005099100875511924,12.964260011954046,0.0,
1751902320.0,sell,2542.46,0.005099100875511924,,0.0,12.964260011954046
1751902380.0,buy,2541.69,0.0064329409970363335,16.350541802757277,0.0,
